frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
155,1.0,[33.7521112604 287.70934577220805 479.33286841223384 640.3021906068911],[171.09129333496094 559.9478759765625 349.5854797363281 608.2877197265625],0.9194808602333069,WLV 610,0.6443954260674285
156,1.0,[33.34819618337667 287.2174900796441 479.5157992249717 642.012486986951],[171.4241943359375 560.3170166015625 350.58892822265625 609.0555419921875],0.9183980226516724,WLV 610,0.8589706011650516
157,1.0,[32.819476195286086 286.4973664938202 479.5692021648103 643.0499947250704],[171.51121520996094 561.0441284179688 351.0883483886719 609.7036743164062],0.9178690314292908,WLV 610,0.9406687312708872
158,1.0,[32.28938840691373 285.93656963158674 479.5946835122079 643.9486856374057],[171.4494171142578 561.6480712890625 351.5658874511719 610.1317749023438],0.9183427095413208,WLV 610,0.8088556245714839
159,1.0,[31.65734863443248 285.43999785316055 479.5722870154185 645.1077609938375],[171.43460083007812 562.3289794921875 351.7165832519531 610.6845092773438],0.9191544651985168,WLV 610,0.7078664855585143
160,1.0,[31.093800874226588 284.48016411481115 479.581481120915 645.6156283745211],[171.45989990234375 562.7376098632812 352.11602783203125 611.6849975585938],0.9172711372375488,WLV 610,0.5805317232769186
161,1.0,[30.382355322578093 283.4662090173423 479.5217938097036 645.8372372242361],[171.0616455078125 563.1511840820312 352.4178161621094 612.561279296875],0.9172760844230652,WLV 610,0.977369850879231
162,1.0,[29.5364467824686 282.9985363494076 479.4346204348424 646.9257864808418],[170.1726837158203 563.430908203125 352.7542724609375 613.713134765625],0.918461263179779,HLV 610,0.6847422830550359
163,1.0,[28.546559512440496 282.389400588066 479.31495469504387 647.6133148010298],[169.5350799560547 564.2864990234375 353.1219482421875 614.7203369140625],0.9197586178779602,WLV 610,0.590841959691146
164,1.0,[27.87269722234487 282.04660200000524 479.3861385691937 649.4103441893005],[169.29266357421875 565.1382446289062 353.4311828613281 615.728271484375],0.9200276732444763,WLV 610,0.7159020644183872
165,1.0,[27.011222944478618 281.12784806846935 479.3442350035717 650.070143307144],[168.19810485839844 566.0853881835938 353.75787353515625 616.742431640625],0.9189684987068176,WLV 610,0.9385704116372096
166,1.0,[25.769318105827608 280.5733461256866 479.16518209554664 651.1968323209991],[167.39517211914062 566.6130981445312 353.9386291503906 617.30859375],0.9173523187637329,WLV 610,0.9378153449772907
167,1.0,[24.38795681305419 279.2771728668689 479.00777979961435 652.1430422663459],[166.1970672607422 567.116943359375 353.90997314453125 618.3255615234375],0.9186786413192749,WLV 610,0.9775634831632826
168,1.0,[23.252078402113 278.5353109173682 479.01538825942214 653.869317627494],[166.05099487304688 568.0 355.4200134277344 618.8815307617188],0.9219339489936829,WLV 610,0.9833949344924182
169,1.0,[22.24365109960698 277.68466163556343 479.0726574878794 655.3841377723153],[165.5110626220703 568.1846313476562 355.4925537109375 619.7382202148438],0.926105260848999,WLV 610,0.870893406726363
170,1.0,[21.269576760821593 277.5629044929689 479.1378218729909 658.0656199849186],[164.9572296142578 568.8987426757812 355.6813049316406 621.5281372070312],0.9294363260269165,WLV 610,0.9103936500336757
171,1.0,[20.138742485549017 277.27613991218993 479.1211097342405 660.6326815944408],[164.57510375976562 569.5079345703125 355.6809387207031 622.1795654296875],0.9270999431610107,WLV 610,0.9271364062133679
172,1.0,[18.942848277704627 276.115890212625 479.06447903123086 661.3281662408272],[163.73313903808594 570.1344604492188 355.6022644042969 623.1002807617188],0.9246258735656738,WLV 610,0.9616460536927038
173,1.0,[17.55055222420245 275.1575012249015 478.94818648498153 662.1091169941903],[162.79116821289062 570.6914672851562 355.39288330078125 623.7724609375],0.9202185869216919,WLV 610,0.8616811954647717
174,1.0,[16.366389063559637 274.4435037984173 478.96197643411836 663.1739946828602],[161.69033813476562 570.9539184570312 355.6828918457031 625.1241455078125],0.9206907749176025,WLV 610,0.6002536321852622
176,1.0,[13.508894288516899 272.1154200249889 478.67544114489226 664.2318983357741],[159.83978271484375 572.9227905273438 353.69293212890625 626.2594604492188],0.9214246869087219,WLV 610,0.9078912452525593
177,1.0,[12.507654784043439 270.62536495302857 478.6804654974101 664.3340909852313],[158.7570037841797 573.7334594726562 353.0141906738281 626.5676879882812],0.9235608577728271,WLV 610,0.9793795319386126
178,1.0,[11.155891322643583 269.4430591245432 478.5446494785629 665.0887569869874],[157.84519958496094 574.2156982421875 352.5627136230469 626.8181762695312],0.9237988591194153,WLV 610,0.7885602304320439
179,1.0,[9.195384664091023 267.9960969372576 478.4073702951652 665.5456201992497],[155.66732788085938 574.51416015625 351.9698486328125 626.9183959960938],0.9251077771186829,WLV 610,0.9520826157801554
180,1.0,[7.504228648606471 267.0229718876473 478.45012427803636 667.337316443027],[154.3072509765625 575.03173828125 351.6114807128906 627.1102905273438],0.9271830320358276,KLV 610,0.41718721284859683
181,1.0,[6.18665566556632 265.726366815758 478.6175338252749 668.1061733212177],[152.7653350830078 574.9006958007812 351.2375793457031 627.6481323242188],0.9272637367248535,WLV 610,0.9271804161660065
182,1.0,[4.664935311867424 264.007999385331 478.6393391153432 668.2341711491664],[151.21951293945312 575.159423828125 350.97918701171875 628.3196411132812],0.9260451793670654,WLV 610,0.5509972178959632
183,1.0,[3.5566796715212945 262.6753085262687 478.82798891731665 668.8965347891769],[149.8308563232422 575.3423461914062 350.5494689941406 628.9653930664062],0.9258469939231873,WLV 610,0.9398833536904441
184,1.0,[2.658884040205578 261.2784619451967 479.0301765439711 669.0594162339646],[149.08541870117188 575.3899536132812 350.027587890625 629.3405151367188],0.9253689050674438,WLV 610,0.9779962287960501
185,1.0,[2.052629137034188 259.79303971920325 479.2850661631236 669.2871691508765],[148.3447265625 575.49267578125 349.780517578125 629.5103759765625],0.9243765473365784,WLV 610,0.9960298797999084
186,1.0,[1.5848889759419649 258.3218393025219 479.5058234945123 669.3269642263509],[148.0065460205078 575.3717041015625 349.6026611328125 629.5433959960938],0.9239718914031982,WLV 610,0.9325504420247365
187,1.0,[1.1178497667211502 257.23252532406275 479.6497356599658 669.6020284502613],[147.18321228027344 575.1531372070312 349.5063781738281 629.5482788085938],0.9236072897911072,WLV 610,0.9235823059492735
188,1.0,[0.7764240801673452 256.2786856951619 479.79816924942884 670.0197791299944],[146.62632751464844 574.9761352539062 349.2947082519531 629.4541015625],0.9232458472251892,WLV 610,0.9679647318383998
189,1.0,[0.4707805794323292 255.05061640955458 479.90554919121416 669.6776743579958],[146.40724182128906 574.5684204101562 349.10791015625 628.9314575195312],0.92391037940979,WLV 610,0.985633437800632
190,1.0,[0.23533887920748953 255.09474468576119 480.001067599649 670.1247205834242],[146.10723876953125 574.324951171875 348.5157470703125 627.9454345703125],0.9254845976829529,WLV 610,0.939859223833553
191,1.0,[0.057865042095727404 254.05590663548722 480.1020298316158 670.4451647704778],[145.7273712158203 573.8704833984375 348.3493347167969 626.9584350585938],0.926170825958252,WLV 610,0.9757100925032435
192,1.0,[-0.057990756826427514 252.09111211048108 480.17948504344605 668.4472167635878],[145.22573852539062 571.8546142578125 347.9848327636719 626.3213500976562],0.9286859035491943,WLV 610,0.8847648705843711
193,1.0,[0.012787520395278307 250.8391572397989 480.0898127161403 667.0190777696616],[145.250732421875 570.1917114257812 347.1385192871094 625.3387451171875],0.9275843501091003,WLV 610,0.8859931545855392
194,1.0,[0.10026098043579168 251.2026196356286 480.26394160163983 667.6058098170168],[145.17669677734375 567.202392578125 346.69439697265625 623.3158569335938],0.9218053817749023,WLV 610,0.866222213664957
197,1.0,[0.6594284036278282 246.85744762549453 480.422642676802 661.5138495057955],[145.57652282714844 561.4615478515625 345.8221740722656 615.5772094726562],0.9121353626251221,WLV 610,0.7664535926039581
198,1.0,[0.781894134135598 244.71035236633662 480.4844101696927 657.5089015268843],[146.73272705078125 559.240478515625 345.5334167480469 613.0198364257812],0.913673460483551,WLV 610,0.8278946004144723
199,1.0,[1.4547024106877018 242.5975917557837 480.74548111322986 653.2631442005863],[147.71331787109375 557.6285400390625 345.3684387207031 609.7083129882812],0.9194745421409607,WLV 610,0.9730318429998057
201,1.0,[3.8350400567569807 239.63917600108937 480.7281778777376 646.7674454269139],[148.0327911376953 550.5621337890625 344.9077453613281 605.3701782226562],0.9214359521865845,WLV 610,0.9407491640956354
202,1.0,[4.104292646357152 237.64752229937815 480.7368976617156 642.995500615388],[148.61570739746094 548.647216796875 344.4080810546875 602.0682373046875],0.9229785799980164,WLV 610,0.91198067118584
203,1.0,[4.881951911170603 236.11640922554392 480.94508318351654 639.7394855766418],[149.98480224609375 546.5399169921875 344.607666015625 598.88720703125],0.916553258895874,WLV 610,0.8591326739962984
204,1.0,[5.9427702030501734 234.5673474204662 481.18963258183646 636.1044789772511],[150.9452667236328 543.2957153320312 345.0498352050781 595.8892822265625],0.917339563369751,WLV 610,0.8824444618786819
205,1.0,[7.488744718831441 233.35064756459596 481.5393357008262 633.2151741237639],[152.72540283203125 541.412353515625 345.73944091796875 592.3576049804688],0.9205429553985596,WLV 610,0.8781921750859257
206,1.0,[9.365571027984515 232.34670314579233 481.6100651846913 630.0263387416335],[154.43768310546875 539.076171875 345.9256896972656 590.3110961914062],0.9284852743148804,WLV 610,0.678991323294651
207,1.0,[11.285118875894312 231.52179106659253 481.9585714578161 627.2403343495287],[156.36663818359375 534.08740234375 346.4112854003906 587.5899658203125],0.9269376993179321,WLV 610,0.9391416973652076
208,1.0,[13.307552079565795 231.11557567688075 482.21981468638717 624.9177117744708],[156.77688598632812 532.0046997070312 345.3902587890625 584.671142578125],0.9157503247261047,WLV 610,0.775460426563189
209,1.0,[15.148277762266588 230.58688356573447 482.30992444975607 622.1765283933689],[158.32656860351562 530.2569580078125 346.3477478027344 581.44140625],0.9029816389083862,WLV 610,0.585058077791081
210,1.0,[16.93958324548788 230.4219159887526 482.34296554941284 619.9871424982097],[159.75521850585938 527.5611572265625 346.4615783691406 578.2467651367188],0.9035468101501465,WLV 610,0.9341901058533325
211,1.0,[18.925038714232954 230.69063615058155 482.4395200897851 618.5283272655614],[160.9228515625 525.5247802734375 346.3139343261719 574.868896484375],0.9136394262313843,WLV 610,0.8904661252378621
212,1.0,[20.42209150853094 229.895178825482 482.2996319241711 615.1889380479399],[161.27728271484375 522.9027709960938 346.26025390625 572.8359375],0.9194294810295105,WLV 610,0.6386688820157355
213,1.0,[21.731077729848778 228.6347913321651 482.13151378243515 610.6346192579267],[162.70980834960938 518.0384521484375 346.11614990234375 569.9463500976562],0.9221360683441162,WLV 610,0.6786003536074432
214,1.0,[22.784785096522313 229.05360733472043 481.6966755382657 609.7311525733103],[162.44708251953125 516.229736328125 344.77593994140625 567.8700561523438],0.9198924899101257,WLV 610,0.831297997623664
215,1.0,[24.04811520869029 228.6499694228239 481.4388617247881 607.2367322013122],[163.31590270996094 514.865478515625 344.1082763671875 564.771484375],0.915656566619873,WLV 610,0.8237661712331411
216,1.0,[25.51650996400096 227.950112967782 481.62665678258816 603.635348442934],[163.23480224609375 513.6177368164062 342.65679931640625 562.7415161132812],0.9083900451660156,WLV 610,0.8655768442126569
217,1.0,[26.549547248234916 227.63815414187388 481.5559700574073 600.5647310874065],[163.2534942626953 511.7673034667969 341.8399963378906 560.6103515625],0.90938401222229,WLV 610,0.9519616868251354
218,1.0,[27.11813783025886 227.98208679255592 481.30697255390487 599.0624650914381],[162.8883514404297 509.9289245605469 340.7980651855469 558.6425170898438],0.9096722602844238,WLV 610,0.9353799835681654
219,1.0,[27.520625768605896 227.63081670038693 481.07125184556435 596.4497324819474],[162.77069091796875 508.4008483886719 339.79168701171875 557.1673583984375],0.9110597372055054,WLV 610,0.8811366221672364
220,1.0,[27.715583329838807 227.36601551752398 480.82465822616905 593.9316450113333],[162.83558654785156 508.4542236328125 338.15167236328125 556.0567016601562],0.9145471453666687,WLV 610,0.7111932894700528
221,1.0,[27.621396057713753 227.21183682339148 480.5232466778782 592.0191326942106],[161.29769897460938 505.0447998046875 336.8359069824219 554.575927734375],0.9201104044914246,WLV 610,0.653155771354008
222,1.0,[27.423022985662897 226.6163337386917 480.068354279179 589.3880991692224],[160.26234436035156 502.8873596191406 335.62506103515625 552.7833251953125],0.9289097785949707,WLV 610,0.8817535892679972
223,1.0,[27.233514057494574 226.2786546524822 479.3281559306082 587.2474107580172],[159.45608520507812 500.6501159667969 334.3774108886719 551.0989990234375],0.9302342534065247,HLV 610,0.7756063855616939
224,1.0,[26.653507263718893 225.92281415881106 477.8629671219665 585.4200347187794],[158.563720703125 499.8798828125 333.3730773925781 548.8479614257812],0.9258981943130493,HLV 610,0.5639806140836314
225,1.0,[26.28813411061239 225.57514566515255 476.5566690849985 583.7083557379724],[157.787353515625 499.24798583984375 331.70587158203125 547.2183837890625],0.9218437671661377,HLV 610,0.36253091988333636
226,1.0,[26.174898288764524 225.2304928954161 475.50597337167505 581.8969790645255],[157.74180603027344 498.3191223144531 330.5576171875 545.4247436523438],0.9180787801742554,WLV 610,0.9533966698625799
227,1.0,[25.872409040692617 224.89300553756766 473.925229739506 580.4172392143475],[156.88055419921875 496.6168212890625 329.2666320800781 543.5266723632812],0.9167871475219727,WLV 610,0.6394036963325623
228,1.0,[25.597400332283144 224.3666792381405 472.46022601595024 578.5064519279784],[156.42874145507812 494.91546630859375 328.0616149902344 541.9950561523438],0.9151703715324402,WLV 610,0.5231051101866079
229,1.0,[25.419063344684844 223.99385394830378 471.1856650614611 576.7577360269087],[155.69500732421875 493.2249450683594 327.0760192871094 540.8882446289062],0.9152940511703491,WLV 610,0.9138480716657685
230,1.0,[25.166622086967237 223.9938293422582 469.7644593989204 575.4773213762143],[154.99783325195312 492.5232238769531 325.5332336425781 539.8285522460938],0.9179694056510925,WLV 610,0.7165331465798279
231,1.0,[24.958534217558906 224.22735290899405 468.16634246858285 574.7839669575433],[155.14651489257812 491.629638671875 324.759765625 539.1121215820312],0.9207881093025208,WLV 610,0.9677789601132027
232,1.0,[24.822858320975428 224.8444912050995 466.46728545873907 574.4662354307035],[154.64199829101562 491.1721496582031 323.80169677734375 538.7158813476562],0.9191321134567261,WLV 610,0.8806288465448805
233,1.0,[24.980960672971264 225.4081973465085 465.1791574271162 573.7483381259069],[154.20176696777344 490.5690002441406 323.2002868652344 537.7672119140625],0.9123790264129639,WLV 610,0.9701984726865214
234,1.0,[25.834790406676007 225.77572719270364 464.54132697988376 572.7185992551854],[155.4095001220703 488.7698974609375 322.4624938964844 536.8426513671875],0.9103021025657654,WLV 610,0.4239310252291192
235,1.0,[26.98204342704662 226.21729585550867 464.2608820829562 571.674155196625],[156.19403076171875 489.0780944824219 323.30615234375 536.1729125976562],0.9106681942939758,WLV 610,0.8570757600701021
236,1.0,[28.43119714935753 226.88162904425863 464.26895708041354 570.7931637829855],[157.06993103027344 488.3495788574219 324.116943359375 534.9880981445312],0.9109874963760376,WLV 610,0.7381272167849674
237,1.0,[29.988131550129907 227.42420324955629 464.37688514294814 569.8362375037582],[158.02696228027344 487.8484802246094 324.6278991699219 534.2274780273438],0.9103959798812866,WLV 610,0.9237949945702206
238,1.0,[31.501966998328385 228.05534381822238 464.42089647438735 569.2386185903158],[158.9925079345703 487.2339782714844 325.4577331542969 533.9095458984375],0.9106495976448059,WLV 610,0.9621576616417871
239,1.0,[33.19799707606205 228.36660891031465 464.629608581839 568.1611679100724],[160.4860382080078 486.50152587890625 326.1985168457031 532.635498046875],0.9105286002159119,WLV 610,0.9435552970224171
240,1.0,[34.766366753469754 228.19821415767714 464.8188363157896 566.6009577712958],[161.5271453857422 485.7305908203125 326.903076171875 531.5203247070312],0.9144845604896545,WLV 610,0.9789529967091007
241,1.0,[36.04305189528648 227.8894548484979 464.7801330945208 564.7174598547747],[162.44174194335938 484.342041015625 327.4811096191406 529.9143676757812],0.9161635637283325,WLV 610,0.4251080491223802
242,1.0,[37.21870751055542 227.77168769249852 464.7944780688563 563.0897863471619],[163.68942260742188 483.356201171875 328.2720947265625 528.2488403320312],0.9215214848518372,KLV 610,0.32325785765167503
243,1.0,[38.390738660220904 227.85569683682084 464.8382675702944 561.7837242084181],[164.92868041992188 482.4231262207031 328.6749267578125 526.4013061523438],0.9221224784851074,WLV 610,0.4428558623028222
244,1.0,[39.41615914465493 228.0122528559112 464.71406970599185 560.4169309359675],[165.69203186035156 481.5660400390625 329.0959777832031 525.1896362304688],0.914946973323822,MLV 610,0.4048909418184192
245,1.0,[40.809771700375165 228.44625966314706 464.9710360433687 559.4009027649005],[166.88621520996094 481.21038818359375 329.993408203125 524.6767578125],0.9141842722892761,WLV 610,0.7046773077970873
246,1.0,[42.28729675992628 229.26704102113254 465.4530944937947 559.1444142410556],[168.68505859375 481.12249755859375 330.79339599609375 524.5169067382812],0.9157478213310242,WLV 610,0.7548621871387662
247,1.0,[43.794510581522474 229.8879269814555 466.18545717030645 558.4308767172007],[170.88926696777344 481.1250915527344 332.4246826171875 524.3159790039062],0.918013870716095,WLV 610,0.8462994678756239
248,1.0,[45.22709078938965 230.77296742147442 466.84941886450645 558.1956409292652],[172.05145263671875 481.2886657714844 333.6786193847656 524.5949096679688],0.922550618648529,WLV 610,0.6870932061819189
249,1.0,[46.68063645838484 231.81480550086079 467.3364775178013 558.3045082835079],[173.5624542236328 481.9141540527344 334.2240905761719 525.14306640625],0.9295105934143066,WLV 610,0.8054319712448053
250,1.0,[47.923983790265254 233.0886174614941 467.59550832659585 558.6762053003027],[174.00401306152344 482.43170166015625 334.4250183105469 525.5584106445312],0.9338205456733704,WLV 610,0.6626761866862153
251,1.0,[48.87093256176311 234.34973945378468 467.55844936186725 559.1473439212978],[174.45835876464844 482.69940185546875 334.76666259765625 525.9216918945312],0.9323766827583313,WLV 610,0.8728870391818998
252,1.0,[49.578516311027215 235.5475527408835 467.276714053506 559.7216305471693],[174.8262176513672 483.0127868652344 334.9692077636719 526.2321166992188],0.9305458068847656,WLV 610,0.9622475511026226
253,1.0,[50.06615140281764 236.72049921741726 466.7670873432891 560.3934555669764],[175.21124267578125 483.2311096191406 335.1053161621094 526.51416015625],0.9296944737434387,WLV 610,0.8447617428189181
254,1.0,[52.88699367007658 239.57885476258613 462.07003486080805 558.6925919366869],[178.08689880371094 481.2142639160156 329.42645263671875 522.3322143554688],0.9165684580802917,NLV &10,0.48362690280040127
255,1.0,[55.92234191084415 242.1238275898267 458.7497273319224 556.893104198319],[179.480224609375 481.09686279296875 329.1107177734375 521.5625],0.9142829179763794,WLV 610,0.5119409186040552
256,1.0,[58.81894024166306 244.76918477340365 456.229539746932 555.7001807040353],[179.89263916015625 481.2662353515625 328.8476867675781 521.4078979492188],0.9142763614654541,WLV 610,0.7279896498745283
257,1.0,[60.996491355318454 247.01134012880237 454.1087102202306 554.9196850506287],[179.36668395996094 481.4493103027344 328.4436340332031 521.6484375],0.9183861613273621,WLV 610,0.5506097811567758
258,1.0,[62.82750519181076 249.54976716153763 451.8827958476832 554.6591352113916],[179.9552001953125 482.19476318359375 327.8924865722656 521.8187866210938],0.9223752617835999,WLV 610,0.812576398394875
259,1.0,[64.31576560974466 252.66437066552444 449.0890893764148 554.9472740885518],[181.638916015625 483.06939697265625 326.7684020996094 522.257080078125],0.9255056977272034,HLV 610,0.3116197069578718
260,1.0,[65.78603576684904 256.6269502868786 446.0411216244954 555.1967278614514],[182.06358337402344 483.3406982421875 325.0026550292969 522.0755615234375],0.9253747463226318,HLV 610,0.49157155134106445
261,1.0,[67.90307019815523 260.19709810677057 443.32287379678974 555.425653762639],[182.10641479492188 483.45953369140625 323.71075439453125 521.9525756835938],0.9238583445549011,HLV 610,0.701508403171767
262,1.0,[70.1871521209575 263.9242110095971 440.5407263873965 556.1616187817125],[182.93930053710938 483.36767578125 321.8626708984375 521.7379150390625],0.9254917502403259,WLV &10,0.6591615085714432
263,1.0,[71.77253984088614 267.00577263724824 437.7016774804315 556.2849078530344],[183.11575317382812 483.522705078125 320.87664794921875 521.6792602539062],0.925658106803894,WLV &10,0.49315862780519687
264,1.0,[73.08279444831385 269.45330211074776 435.41987059503504 555.9669894337817],[182.60545349121094 483.906494140625 320.39947509765625 521.8990478515625],0.9226768612861633,HLV 610,0.5511742956615931
265,1.0,[74.1147948148936 271.71610686326073 433.36541292889547 556.3051619627145],[182.45008850097656 484.4754638671875 319.7526550292969 523.5012817382812],0.9241549372673035,HLV 610,0.6268668496590716
266,1.0,[75.07830607407374 273.8678741317541 431.8553821621593 557.4268915629667],[182.22659301757812 484.7336120605469 319.2620544433594 523.0068359375],0.9226151704788208,HLV 610,0.7301726998392171
267,1.0,[75.90565221322015 275.6592389519052 430.6065477850652 558.6598161226368],[182.906494140625 485.0967712402344 318.8616638183594 522.9055786132812],0.9205459952354431,WLV 610,0.6019262272156238
268,1.0,[76.68793194554337 276.561856214301 429.6829861478283 558.5200860765336],[183.02430725097656 485.0906677246094 318.5093688964844 522.9677124023438],0.9211015105247498,HLV 610,0.4449976588363508
269,1.0,[77.44596248746785 277.2850706080776 428.8187790613301 557.9787570883358],[182.97348022460938 485.5826721191406 318.288818359375 523.20703125],0.9208941459655762,HLV 610,0.5888848630347316
270,1.0,[78.11933471569131 278.299450823299 428.142424205854 557.9160828394557],[183.05050659179688 485.7344055175781 318.1653747558594 523.6279907226562],0.9208480715751648,HLV 610,0.8089561709526789
271,1.0,[79.24794385554137 279.89275989636013 426.89223568239527 557.336810211749],[183.78123474121094 485.0404052734375 317.50726318359375 522.2908325195312],0.9235745668411255,WLV 610,0.5052154556373193
272,1.0,[80.36574742664388 281.78416003647726 425.4882096506226 556.9668411495865],[184.6112060546875 484.8715515136719 317.04949951171875 521.9067993164062],0.9230974316596985,NLV 610,0.4903553034756606
273,1.0,[81.49571748326969 283.22559226436385 424.1842569075102 556.1058593570059],[185.11056518554688 484.8408203125 316.2913513183594 521.6880493164062],0.9244841933250427,WLV 610,0.372218789466814
274,1.0,[82.61250562786947 284.13017305922017 422.8819867084437 554.3517784714877],[185.7287139892578 485.03924560546875 315.6383056640625 521.3233032226562],0.9240157604217529,WLV 610,0.6623490796592076
275,1.0,[83.7125920016581 285.35907618940587 421.767350027876 553.1762807450817],[186.38174438476562 485.0037841796875 315.0089416503906 520.9080810546875],0.9237076640129089,HLV 610,0.42136114717092454
276,1.0,[84.7128980401767 286.69604840936233 420.79893035986265 552.5044748344545],[186.67713928222656 485.0384826660156 314.85711669921875 520.7490844726562],0.9233441352844238,HLV 610,0.3653934233756043
277,1.0,[85.57458545469234 287.74766152056003 419.70045645114277 551.3726149027364],[187.16085815429688 484.90679931640625 314.5833435058594 520.600830078125],0.922958254814148,WLV 610,0.5515740803986969
278,1.0,[86.81555005905736 288.7488369009784 418.2486227438884 549.5218022468182],[188.05532836914062 484.83782958984375 313.7773132324219 519.8882446289062],0.9202814102172852,KLV 610,0.46150182915500226
279,1.0,[87.9782685117525 290.31876374719195 416.7789560383152 548.3574353119718],[188.26242065429688 484.8522033691406 313.6014099121094 519.3626098632812],0.9171879887580872,KLV B10,0.36343033981114375
280,1.0,[89.12766347041148 292.01646675102995 415.25446644218493 547.4834676331457],[188.55300903320312 484.89453125 313.1542053222656 519.1517333984375],0.9162126779556274,MLV 610,0.7617418491815157
281,1.0,[90.24644761879873 293.8766122235137 413.70956238629947 547.1316017186131],[188.9086151123047 484.8770446777344 312.42913818359375 519.0438232421875],0.9147406220436096,MLV &10,0.6058440425434058
282,1.0,[92.05176029305048 295.8198326706281 411.94099765895237 545.8860981232065],[190.43841552734375 484.55657958984375 310.9358215332031 517.2643432617188],0.9110448956489563,MLV 610,0.38397021005943804
283,1.0,[94.0971476265982 298.56481441754255 410.1239149681471 545.1965900427132],[190.989990234375 484.4209899902344 309.4622802734375 516.1740112304688],0.9091280102729797,KLV 610,0.7063422792300895
284,1.0,[95.90797061768436 301.0759955753773 408.11102893375755 544.9473509627617],[191.1648406982422 484.0738830566406 308.6922302246094 515.4029541015625],0.9086224436759949,MLV 610,0.19086408588150147
285,1.0,[97.32063319449045 303.3923423532708 405.81790522246774 544.6134461088122],[191.45526123046875 483.7353515625 308.8498840332031 514.7667236328125],0.9056200385093689,KLV E10,0.15771814302958348
286,1.0,[98.79827357716022 305.0278869347937 403.8833430788851 543.5276784427059],[192.27197265625 484.07763671875 306.97503662109375 514.7749633789062],0.9065291285514832,HLV 610,0.40308762736737563
287,1.0,[100.28029614337672 306.9552220737797 402.5021992419016 543.4781754477881],[192.4977569580078 484.44189453125 306.632080078125 514.8915405273438],0.9080505967140198,WLV 610,0.4464333367006497
288,1.0,[101.89278974199581 308.5801323864083 401.18308390733114 543.5044985400722],[192.83351135253906 484.6715087890625 306.4056091308594 514.9274291992188],0.908551037311554,WLV 610,0.722518154797655
289,1.0,[103.03842229875323 309.8094800743469 400.1121989225158 543.2327394453063],[192.77667236328125 485.1142883300781 306.3390197753906 515.5524291992188],0.9088342189788818,WLV 610,0.5501744832633063
290,1.0,[103.97940872114705 310.4611374914341 399.35445400982917 542.403726905458],[192.82496643066406 485.4373779296875 306.26629638671875 516.379150390625],0.9067642092704773,NLV 6T0,0.3967915812077697
291,1.0,[104.616073225604 311.1391700146796 398.79218014307503 541.8270869591965],[192.72637939453125 485.5834655761719 306.3052673339844 517.1589965820312],0.9045382142066956,MLV 610,0.5762581598383012
292,1.0,[104.92954839821121 311.86605997606364 398.30890262307616 541.6016375950892],[192.70997619628906 485.737060546875 306.15997314453125 517.5343627929688],0.9028862714767456,HLV 610,0.5421425201551167
293,1.0,[105.14408765657197 312.6878686656901 397.8278933564084 541.6938650552745],[192.62564086914062 485.8655090332031 305.9310607910156 517.7146606445312],0.9022225141525269,HLV 610,0.38143923656331197
295,1.0,[105.42325546200664 314.41773963517136 397.2445684927297 542.728341967382],[192.78250122070312 486.193115234375 305.87255859375 518.61474609375],0.9003574848175049,MLV 610,0.5159867805134636
296,1.0,[105.50795223818892 314.99727589697324 396.9760404769394 543.0032513186802],[192.73765563964844 486.4342346191406 305.8724060058594 518.9981689453125],0.898979902267456,HLV 610,0.2861623675464551
297,1.0,[105.62375996136785 315.5955791957412 396.78659566669603 543.5873149804963],[192.70712280273438 486.75067138671875 305.96746826171875 519.4999389648438],0.8975891470909119,HLV 610,0.490481259265009
298,1.0,[105.67601171087097 316.16372812963004 396.62935326164586 544.3910072778127],[192.6431427001953 487.1973571777344 306.13861083984375 520.11376953125],0.8969635963439941,MLV 610,0.2900320924109038
299,1.0,[105.63669429205586 316.30678819212477 396.41505127741686 544.4300958261015],[192.44503784179688 487.90277099609375 306.04132080078125 520.1709594726562],0.8943069577217102,HLV E10,0.19028920355224785
300,1.0,[105.6822326035647 316.57601290998747 396.30232483265274 544.6917460446609],[192.39146423339844 488.2616271972656 306.11114501953125 520.330322265625],0.892722487449646,HLV 610,0.30297058472197397
301,1.0,[105.6050429029273 316.8225460632864 396.19042848682034 545.1088425719095],[192.22677612304688 489.0683288574219 306.173095703125 520.542724609375],0.8886706233024597,HLV 610,0.7543194413912777
302,1.0,[105.48605731566198 317.09456799106795 396.0783855961409 545.4246866553701],[192.14820861816406 489.579833984375 306.1526794433594 520.7952270507812],0.8881821036338806,WLV 610,0.7398156082951858
303,1.0,[105.34705075896142 317.80798146356585 396.0162281643029 546.4249387293847],[192.2351531982422 490.3610534667969 306.0411682128906 521.1382446289062],0.8861533999443054,WLV 610,0.5510391745397551
304,1.0,[105.35971743298742 318.3423045832319 396.01501010923744 547.3993754778353],[192.09310913085938 490.811279296875 305.9946594238281 521.4478759765625],0.8852332234382629,WLV 610,0.5874222100894533
305,1.0,[105.3743533336893 318.41969760028377 396.08184472568564 547.6257274311916],[191.99533081054688 491.0115051269531 306.17724609375 521.6608276367188],0.8849766850471497,WLV 610,0.8211028787477326
